county,coordinates,percpopbroad,percpopwobroad,pctdsgt15000kandlt25000k_hi,pctdsgt25000kandlt50000k_hi,pctdsgt50000kandlt100000k_hi,pctdsgt100000kandlt1gig_hi,pctdsgt1gig_hi,dsgteq25,usgteq3,povpct,unemployment,,,,,,
Marquette County,  (-89.39896562543933 43.81971332760937),29.2,70.8,69.4,1.4,0,29.2,0,30.6,100,13,8.4,,,,,,
Morrow County,  (-119.58375905341198 45.418979567705136),40.7,59.3,44,18.9,8,6.4,22.7,56,76,16.3,7.8,,,,,,
Sullivan County,  (-76.51238041797619 41.44598275851523),31.4,68.6,68.6,0.9,0.3,0.3,30,31.4,31.4,14.4,7.7,,,,,,
Louisa County,  (-77.9627585296649 37.97807842558376),37.9,62.1,61.8,9.4,0,28.7,0,38.2,100,11.5,5.9,,,,,,
Cheyenne County,  (-101.73186245935752 39.78580546625547),0.7,99.3,99.3,0,0.7,0,0,0.7,13.2,11.5,3.2,,,,,,
Morgan County,  (-86.44647098108979 39.4816696379819),64,36,34.4,4.6,13.3,47.8,0,65.6,100,11.5,7.1,,,,,,
Sheridan County,  (-102.40888658923022 42.504541587617965),3.7,96.3,96.3,2.8,0,0,0.8,3.7,4.5,16,3.3,,,,,,
Monroe County,  (-81.08267491973113 39.72753365326544),0.7,99.3,99.3,0.7,0,0,0,0.7,0.7,15.7,11.6,,,,,,
Clark County,  (-99.8196145966947 37.23547246653136),99.7,0.3,0.3,99.7,0,0,0,99.7,99.7,13,3.1,,,,,,
Clark County,  (-85.70765032020661 38.47743704823275),94.1,5.9,5.9,0,94.1,0,0,94.1,100,10.6,7.1,,,,,,
Grafton County,  (-71.82064763553177 43.940736614729964),89,11,10.8,0.1,48.1,40.9,0,89.2,90.5,11.6,4.3,,,,,,
Idaho County,  (-115.46719637628277 45.84388001705501),0,100,99.9,0.1,0,0,0,0.1,100,16.3,8.8,,,,,,
Sullivan County,  (-74.76814969726549 41.716243993178956),97.9,2.1,2.1,0,97.9,0,0,97.9,97.9,16.3,8.7,,,,,,
Horry County,  (-78.99657938873898 33.92139356775098),99.4,0.6,0.6,0,99.4,0,0,99.4,100,17.6,8.5,,,,,,
Collingsworth County,  (-100.27001048379475 34.964894387216894),91.1,8.9,8.9,90,0,0,1.1,91.1,100,19.3,4.9,,,,,,
Menard County,  (-89.80172848085905 40.02711635571614),0.2,99.8,99.8,0,0,0.2,0,0.2,100,10.1,7.4,,,,,,
Houston County,  (-95.42200281788939 31.317642043471377),66.6,33.4,33.4,66.4,0,0,0.3,66.6,81.2,25.9,8.8,,,,,,
Leavenworth County,  (-95.03795117989438 39.19957457225786),84.5,15.5,15.5,0,25.5,59,0,84.5,84.8,10.9,6.6,,,,,,
Clay County,  (-84.97811756433896 31.62573218722183),75,25,25,73.8,0,1.2,0,75,100,37.3,8.4,,,,,,
Columbia County,  (-82.62162028880958 30.22445637964896),79.7,20.3,20.3,15.8,0,63.9,0,79.7,79.9,21.7,6.7,,,,,,
Jackson County,  (-101.62827518145188 43.69419796382758),100,0,0,100,0,0,0,100,100,33.9,6.5,,,,,,
Hamilton County,  (-98.02280046356528 40.87318317546595),8.6,91.4,0.3,91.4,2.6,5.7,0,99.7,24.9,6.9,2.7,,,,,,
Judith Basin County,  (-110.26598773263733 47.045161109220466),30.6,69.4,69.4,0,30.6,0,0,30.6,100,14.6,4.3,,,,,,
Baker County,  (-117.67554728814945 44.70919814534664),11.9,88.1,87.5,10.2,0.9,1.4,0,12.5,13.3,20.6,9.2,,,,,,
Williamson County,  (-88.9300964610326 37.730407417860924),72.1,27.9,27.9,0,0,72.1,0,72.1,100,15.8,8.9,,,,,,
Union County,  (-83.83725224893583 36.2881461585449),82.5,17.5,17.5,0.2,0,82.3,0,82.5,100,22.6,8.3,,,,,,
Oconee County,  (-83.06576373286467 34.75329772223813),18,82,82,1.6,0,16.4,0,18,100,17.5,8,,,,,,
O'Brien County,  (-95.62474724632096 43.08362019852275),51.1,48.9,47.9,41.6,1.3,9.1,0,52.1,87.6,10.3,3.7,,,,,,
Columbia County,  (-82.2637195051201 33.54404761993676),85.8,14.2,14.2,0,0.5,85.2,0,85.8,100,9.5,6.3,,,,,,
Atchison County,  (-95.31456304536393 39.53158751405929),0,100,100,0,0,0,0,0,0,17.4,7.7,,,,,,
Edwards County,  (-99.31204844997026 37.88763961329741),86.2,13.8,13.8,24,0,62.2,0,86.2,91.5,10.5,3.4,,,,,,
Kingman County,  (-98.13639393302684 37.55911415125259),52.2,47.8,47.8,0.2,0,52,0,52.2,52.2,11.2,4.4,,,,,,
De Witt County,  (-88.90408529234989 40.17434050812484),71.9,28.1,28.1,0,0,71.9,0,71.9,100,10.9,8.5,,,,,,
Cass County,  (-94.92806328078204 41.33152905006334),81.8,18.2,18.2,15.1,0,66.7,0,81.8,87.1,13.1,4.9,,,,,,
Marinette County,  (-88.03335785152173 45.38289898977966),56.9,43.1,38.7,5.2,52.5,3.7,0,61.3,100,13.4,7.9,,,,,,
Cooke County,  (-97.2127675129843 33.63940668763768),74.3,25.7,18.9,23.9,43.3,0,13.8,81.1,82.9,15.3,4.5,,,,,,
Wallace County,  (-101.76373465011626 38.91690628248116),0,100,100,0,0,0,0,0,0.6,12,3.2,,,,,,
Florence County,  (-79.702245813705 34.024472409294766),88.7,11.3,6,5.3,87.3,0,1.3,94,100,19.5,8.5,,,,,,
Douglas County,  (-88.21756136237725 39.7695478031647),66.8,33.2,33.2,0,0,66.8,0,66.8,100,10,7.5,,,,,,
Clay County,  (-87.11576766327141 39.392918352809886),41.6,58.4,58.4,21.1,20.5,0,0,41.6,100,14.5,8.7,,,,,,
Reno County,  (-98.08586347835472 37.9530392084922),77.9,22.1,22.1,0.9,0.5,76.5,0,77.9,79.8,15.8,5.2,,,,,,
Cowley County,  (-96.83732848304776 37.237775622165124),78,22,22,0.1,0,77.9,0,78,80.4,15,5.5,,,,,,
Scott County,  (-90.47455118370162 39.64403604455368),1.3,98.7,98.7,0.9,0,0.3,0,1.3,100,12,9.8,,,,,,
De Baca County,  (-104.41208126035978 34.34265999684779),0,100,100,0,0,0,0,0,100,20.6,4.6,,,,,,
Marin County,  (-122.72341025426235 38.07351203429354),96.6,3.4,2.7,3.2,0,94.1,0,97.3,96.6,8.8,5,,,,,,
Burke County,  (-102.51817593032166 48.79096757385144),4.2,95.8,95.8,0,0,3.6,0.6,4.2,100,8.3,2,,,,,,
Issaquena County,  (-90.98899610820132 32.741398489324204),10.8,89.2,89.2,0,0,10.8,0,10.8,100,39.5,14.4,,,,,,
Calloway County,  (-88.27216961884365 36.62088413196644),94.3,5.7,5.7,0,44.2,23.6,26.5,94.3,100,20.2,8,,,,,,
Stanton County,  (-97.19394708292265 41.91698350469757),39.4,60.6,60.6,0.2,39.3,0,0,39.4,39.4,9.2,3.5,,,,,,
Franklin County,  (-84.87704049001043 38.23894371088496),97.6,2.4,2.4,95.7,1.9,0,0,97.6,100,12.9,6.8,,,,,,
Tipton County,  (-89.7592527388375 35.496929088774785),83.9,16.1,16.1,0.2,0,83.4,0.3,83.9,100,15.4,10,,,,,,
Johnson County,  (-88.88074566858081 37.45959866499447),0,100,100,0,0,0,0,0,100,15.9,11.1,,,,,,
Salem County,  (-75.34910668549358 39.58787068603271),95.9,4.1,4.1,0,0,95.9,0,95.9,95.9,13.1,8.8,,,,,,
Gilliam County,  (-120.21045800094886 45.37780557886688),5,95,95,5,0,0,0,5,5,11.7,6.9,,,,,,
Knox County,  (-69.15278458321629 44.124417077875876),92.3,7.7,7.7,2.7,89,0.6,0,92.3,92.5,13.9,6,,,,,,
Hinsdale County,  (-107.3003578971405 37.82131615425043),0,100,100,0,0,0,0,0,0.1,10.1,3.4,,,,,,
Marion County,  (-79.36252997607328 34.080383628084164),71,29,29,0,71,0,0,71,100,30.1,14.7,,,,,,
Kimball County,  (-103.71499393348807 41.1976003851694),72.1,27.9,27.9,0,0,71.6,0.5,72.1,98.2,11.7,3.8,,,,,,
San Joaquin County,  (-121.2712102359555 37.93452749923046),94.8,5.2,5.2,2.4,0,92.3,0,94.8,96,20.7,12.8,,,,,,
Crawford County,  (-87.75932466238957 39.00382453180851),59.6,40.4,40.4,0,0,59.6,0,59.6,100,15.2,9.9,,,,,,
Haskell County,  (-99.73037358503474 33.17823583782175),95.8,4.2,4.2,0.1,0,95.8,0,95.8,99.6,25.1,5.2,,,,,,
Erie County,  (-80.03257438979847 41.99217519828469),90,10,10,0.7,88.7,0.6,0,90,90,16.4,7.3,,,,,,
Albany County,  (-73.97341305514729 42.599872371586464),96.3,3.7,0.8,2.9,56.1,40.2,0,99.2,96.3,13.5,6.3,,,,,,
Saline County,  (-97.14080062469164 40.52415215017253),85.3,14.7,14.7,74.6,10.8,0,0,85.3,93.8,10.1,3.8,,,,,,
Haskell County,  (-100.87104557633825 37.56200432208874),99.9,0.1,0.1,99.9,0,0,0,99.9,99.9,10.7,3,,,,,,
Beaufort County,  (-80.7300437787289 32.38536840265036),64.4,35.6,24.6,12.4,46.4,16.6,0,75.4,100,12.9,6.8,,,,,,
Richmond County,  (-82.073861213974 33.35950332036377),93,7,7,0,1.3,91.7,0,93,100,26,9.4,,,,,,
Boone County,  (-84.72794553166909 38.969843726759365),99.5,0.5,0.5,0.1,77.8,0,21.5,99.5,100,8,6.8,,,,,,
Oxford County,  (-70.75611418517593 44.499244461315186),86.6,13.4,13.4,0,78,8.6,0,86.6,93.5,16.1,8,,,,,,
Greene County,  (-80.22298107693457 39.85389048488133),88.2,11.8,11.8,20.5,40.6,27,0,88.2,88.2,16.5,6.4,,,,,,
Kenai Peninsula Borough,  (-151.56117792093653 60.25377479855544),50.6,49.4,49.4,0.8,18.2,31.7,0,50.6,53.8,11.5,7.5,,,,,,
Vanderburgh County,  (-87.58559945244663 38.025514293748785),98.7,1.3,1.3,0,98.7,0,0,98.7,100,17.7,7,,,,,,
Robeson County,  (-79.10352623461472 34.64028878205463),85.2,14.8,14.8,0,85.2,0,0,85.2,100,33.1,11.3,,,,,,
Hocking County,  (-82.47907934410375 39.497129227037135),55.8,44.2,44.2,1.4,54.4,0,0,55.8,55.9,17.5,7.8,,,,,,
Jefferson County,  (-80.7611305413269 40.38470041888718),68.1,31.9,31.9,2,0,66.2,0,68.1,68.1,20,10.2,,,,,,
Kiowa County,  (-99.28576491565883 37.55841650565836),23.9,76.1,76.1,23.9,0,0,0,23.9,23.9,12.8,3,,,,,,
Norton city,  (-82.62648894668729 36.93108730070328),98.1,1.9,1.9,0,98.1,0,0,98.1,100,21.6,8.7,,,,,,
Scott County,  (-85.74696725803945 38.68627244088319),77.6,22.4,22.4,0,77.6,0,0,77.6,100,17.6,8,,,,,,
Cumberland County,  (-70.37661286916006 43.83897333507242),99.2,0.8,0.8,0,74.7,24.5,0,99.2,99.2,10.8,5.3,,,,,,
Wichita County,  (-101.34715094845879 38.48178252277671),0,100,100,0,0,0,0,0,0,11.5,3.8,,,,,,
Anderson County,  (-84.99140592774343 38.00378449129249),80.9,19.1,19.1,0,78.5,2.4,0,80.9,100,11.3,7.1,,,,,,
Mitchell County,  (-98.20900663221651 39.3933451841334),3.3,96.7,20.6,76.1,3.2,0,0,79.4,3.3,11.2,3.1,,,,,,
Monona County,  (-95.95997092851063 42.05236880808453),68.2,31.8,31.6,4.8,0,63.6,0,68.4,73.9,14.3,6.1,,,,,,
Sheridan County,  (-100.34555850650705 47.575426400443675),68.3,31.7,23.6,62.1,0,14.3,0,76.4,100,16.1,4.8,,,,,,
Grant County,  (-101.30797577291969 37.56227335774839),99.7,0.3,0.3,28.9,70.7,0,0,99.7,99.7,10.9,3.6,,,,,,
Marion County,  (-88.9190056423507 38.64962590568273),69,31,30.7,0.3,0,69,0,69.3,100,18.6,11.5,,,,,,
Christian County,  (-93.18847843524784 36.969066316031906),82.4,17.6,13.1,16.2,0,50.2,20.4,86.9,82.4,11.3,5.4,,,,,,
Warren County,  (-90.85143989820556 32.35637859213577),53.5,46.5,46.5,0.4,53.1,0,0,53.5,100,21.7,9.8,,,,,,
Fayette County,  (-79.64746996144125 39.91984934843317),87.9,12.1,12.1,4.3,56,25.4,2.2,87.9,87.9,20.2,8.5,,,,,,
Bristol County,  (-71.1141944796036 41.79709524624513),98,2,2,0,0,98,0,98,100,12.4,9.7,,,,,,
Union County,  (-87.94548669437239 37.65840762437237),80.5,19.5,19.5,0.6,79.9,0,0,80.5,100,18.9,7.1,,,,,,
Shelby County,  (-85.19489586016239 38.21556091562431),86.7,13.3,13.3,1.4,83,2.3,0,86.7,100,12.8,6.8,,,,,,
Pinal County,  (-111.34488004770891 32.90415086618912),71.6,28.4,26.8,1.8,6.7,64.6,0,73.2,97.4,17.6,8.6,,,,,,
Asotin County,  (-117.20279071823518 46.191770886180905),95.1,4.9,4.9,0.3,63,31.8,0,95.1,97.9,16.3,7.2,,,,,,
Sherman County,  (-101.89336838923239 36.277654556958744),9.2,90.8,90.8,1.3,7.9,0,0,9.2,9.3,13.4,4.7,,,,,,
Crawford County,  (-84.61024858559865 44.68323122923975),58.9,41.1,41.1,0,0,58.9,0,58.9,93.4,16.5,10.7,,,,,,
Oconto County,  (-88.26895246261107 45.02616557732026),55.8,44.2,40,4.6,54.4,0.9,0,60,100,10.5,7.4,,,,,,
Preble County,  (-84.64804448248478 39.74220535319958),98.6,1.4,1.4,11.8,86.8,0,0,98.6,98.6,13,7.7,,,,,,
Calumet County,  (-88.2178027306711 44.081631603615016),96.2,3.8,3.8,8.1,63.8,24.3,0,96.2,100,5.9,5.3,,,,,,
Tioga County,  (-76.30618949814158 42.170346389819215),93.1,6.9,6.9,16.1,77.1,0,0,93.1,93.1,11.4,7.8,,,,,,
Otsego County,  (-75.03243897945258 42.633747750485455),81,19,19,0.2,80.7,0,0,81,81,18.9,7,,,,,,
Wayne County,  (-75.30318878548367 41.648516542039886),54.7,45.3,45.3,0.6,9.6,1.4,43,54.7,54.7,13.9,7.2,,,,,,
Clark County,  (-83.783540544091 39.916600443716604),98.9,1.1,1.1,0,98.9,0,0,98.9,99.7,18.2,7,,,,,,
Harris County,  (-84.9082899014883 32.73613817043836),89.3,10.7,10.7,1,0.8,87.5,0,89.3,100,9.5,6.5,,,,,,
Woodford County,  (-84.7434130104429 38.042575578822294),99.6,0.4,0.4,23.1,76.1,0.3,0,99.6,100,11.2,6.1,,,,,,
Boulder County,  (-105.35745737771524 40.09241481595667),93.6,6.4,6.1,0.6,0.2,91.3,1.8,93.9,93.9,13.3,5.2,,,,,,
Beadle County,  (-98.27883711362364 44.41467038980788),83.7,16.3,16.3,3,0,80.7,0,83.7,83.9,15.1,3.5,,,,,,
Washington County,  (-116.78477466383717 44.45250793968951),63.7,36.3,36.2,0.5,62.8,0.5,0,63.8,100,17.8,7.6,,,,,,
Walton County,  (-86.17009488951167 30.643419254851548),79.2,20.8,17.8,3.3,28.4,50.5,0,82.2,79.2,15.8,4.5,,,,,,
Tyler County,  (-80.8851051269861 39.46568000453344),28.2,71.8,71.8,0,0,23.6,4.5,28.2,100,15.8,8,,,,,,
Kittson County,  (-96.78256112873996 48.77698427338011),2.8,97.2,97.2,0,0,0,2.8,2.8,29.3,9.9,5.3,,,,,,
Jack County,  (-98.1728346887828 33.23377248383287),14.8,85.2,85.2,14.8,0,0,0,14.8,98.1,14.9,4.1,,,,,,
Clay County,  (-83.71435178942937 37.15962401534018),93.1,6.9,6.9,39.8,51.7,0,1.5,93.1,100,38.2,13.4,,,,,,
Eastland County,  (-98.83243565644526 32.32743996447526),12.9,87.1,36.9,56.3,0,0,6.9,63.1,96.7,19.9,5.7,,,,,,
Bolivar County,  (-90.88024909725664 33.79549267313022),75.5,24.5,24.5,0,75.5,0,0,75.5,100,34,10.4,,,,,,
Jefferson County,  (-97.83608708969605 34.11052407560538),2,98,97.4,0.6,2,0,0,2.6,27.9,23,6,,,,,,
Jasper County,  (-94.0260723054917 30.74482946300045),1.1,98.9,98.9,1,0.1,0,0,1.1,1.1,17.7,9.8,,,,,,
Red Lake County,  (-96.09561103577467 47.8719752513594),36.1,63.9,63.9,0,0,36.1,0,36.1,92.1,9.2,6.6,,,,,,
Henderson County,  (-88.38771257668296 35.65381663216413),65.1,34.9,34.9,2.7,0,61,1.4,65.1,100,19.1,12,,,,,,
Matagorda County,  (-96.01140809497326 28.821087924522658),26.9,73.1,73.1,14.8,12.1,0,0,26.9,29,22.1,9.6,,,,,,
Leon County,  (-84.27761308908079 30.458064925922834),91,9,7.6,1.9,0.6,89.8,0,92.4,91,23.3,6,,,,,,
Newton County,  (-93.74533243959627 30.78564526965474),33,67,67,33,0,0,0,33,33,20.2,11.4,,,,,,
Jackson County,  (-81.67454299932976 38.83443006095654),35.4,64.6,64.2,0.9,0,20.7,14.2,35.8,100,16.7,7.2,,,,,,
Carteret County,  (-76.65336213646526 34.827526700126114),99.9,0.1,0.1,0,99.1,0.8,0,99.9,100,14.7,7.4,,,,,,
Talladega County,  (-86.16587666259517 33.37992421174573),73.8,26.2,25.8,0.6,11,62.6,0,74.2,100,22.5,7.1,,,,,,
Cavalier County,  (-98.4646996476959 48.77240346321466),55.7,44.3,44.3,0,0,53,2.7,55.7,100,9,3.6,,,,,,
Worth County,  (-83.85096480422735 31.551246362943143),63.6,36.4,36.4,0.5,0,63.1,0,63.6,100,22.6,8.2,,,,,,
Malheur County,  (-117.62310673782373 43.193556990850375),69.9,30.1,29.9,1.4,60.1,8.1,0.5,70.1,69.9,28.7,8.7,,,,,,
Jasper County,  (-89.11866575338344 32.019013658211634),15,85,85,0,0,15,0,15,100,22.7,9.7,,,,,,
Tama County,  (-92.5326694455877 42.07991766876918),84.4,15.6,15.6,15.4,0.6,42.5,25.9,84.4,86.4,12.9,5.8,,,,,,
Mohave County,  (-113.75817059834203 35.70456821259338),80.3,19.7,19.7,0.3,65.1,0.3,14.6,80.3,93.4,20.8,9.6,,,,,,
Dallas County,  (-96.77788946789393 32.766650412881006),100,0,0,0,71.5,24.8,3.7,100,100,19.3,6.7,,,,,,
Grundy County,  (-93.5651633264735 40.11409239654633),6,94,94,0,0,0,6,6,6,19.2,5.4,,,,,,
Madison County,  (-85.7194757062587 40.16126824863564),85.6,14.4,14.4,0.1,0,82,3.6,85.6,100,16.7,9,,,,,,
McCurtain County,  (-94.77145457644576 34.116223902146444),2.6,97.4,82.3,15.1,0,0,2.6,17.7,2.6,20.9,9,,,,,,
Ouachita County,  (-92.88191217101374 33.593375334026675),65.9,34.1,34.1,6.2,59.7,0,0,65.9,100,23,9.4,,,,,,
Tallapoosa County,  (-85.79746537963955 32.86280801793582),92.3,7.7,7.6,1,6.4,85.1,0,92.4,100,21.3,7.7,,,,,,
Sumter County,  (-80.3822787256718 33.91600796688002),92,8,2.7,5.4,64.8,0,27.1,97.3,100,23.2,8.6,,,,,,
Howard County,  (-93.99344493970291 34.08897982599198),14.6,85.4,85.4,9.6,0,0,5,14.6,100,18.8,7.3,,,,,,
Scott County,  (-100.90666184373792 38.482207782826606),0,100,100,0,0,0,0,0,0.3,8.3,2.8,,,,,,
Mono County,  (-118.88724472932694 37.93940060727833),11,89,89,0,7.8,0,3.2,11,15.1,11.3,8.6,,,,,,
Ketchikan Gateway Borough,  (-130.93695114171567 55.58672276273503),99.6,0.4,0.4,0,0.1,99.5,0,99.6,99.9,12.4,6.1,,,,,,
Love County,  (-97.24422828941061 33.95005270663799),30.2,69.8,69.8,0,30.2,0,0,30.2,30.2,12.5,4.2,,,,,,
Pike County,  (-91.17165492677375 39.34397231439758),9.5,90.5,90.5,9.4,0,0.1,0,9.5,17.8,18.9,5.9,,,,,,
Klickitat County,  (-120.78950306852772 45.87361546081454),37.3,62.7,62.7,0,0,36.9,0.4,37.3,38.2,14.6,9.3,,,,,,
Jewell County,  (-98.21822331194728 39.78472060333512),28,72,27.4,44.6,0,0.2,27.8,72.6,28.7,13.5,2.9,,,,,,
Greene County,  (-90.558953767607 36.11773281661212),70.2,29.8,27.7,71,0.7,0,0.6,72.3,100,16.3,8.9,,,,,,
Richland County,  (-82.53676638513907 40.77482477948871),85.6,14.4,12.8,1.8,82,3.4,0,87.2,85.6,15.9,8.4,,,,,,
Adams County,  (-84.93658249002401 40.74577440303914),61,39,38.2,0.7,0.5,60.5,0,61.8,100,15.4,6.6,,,,,,
Jo Daviess County,  (-90.21246462036432 42.36542787690993),64.3,35.7,35.7,0,0,64.3,0,64.3,100,10.7,7.6,,,,,,
Union County,  (-96.65571267556426 42.831828177203924),73.3,26.7,26.7,0,46.6,8.9,17.9,73.3,74,6.3,4.2,,,,,,
Kiowa County,  (-98.98054865228174 34.91625162473656),65,35,35,25.7,39.3,0,0,65,65.5,19.1,5.5,,,,,,
Clark County,  (-91.738239773369 40.41027674407897),0,100,100,0,0,0,0,0,0,15.7,7.3,,,,,,
Orange County,  (-72.37674986756872 44.00552167460485),50,50,50,0,0,50,0,50,100,12.8,4.2,,,,,,
Ford County,  (-88.2231342576261 40.59686492269559),67.9,32.1,32.1,0,0,67.9,0,67.9,100,12.1,8.4,,,,,,
Comanche County,  (-98.5587495254227 31.948548585124588),0.2,99.8,99.8,0.2,0,0,0,0.2,21.1,19.7,5.3,,,,,,
Pipestone County,  (-96.25864299532003 44.02300688739842),72.4,27.6,27.6,0,22.6,49.8,0,72.4,82.8,12.2,3.9,,,,,,
Fremont County,  (-111.48210324832688 44.2289867486566),41.9,58.1,58.1,0,37.8,4.1,0,41.9,100,15.1,5.9,,,,,,
Adams County,  (-91.35355624303924 31.481728565723593),77.4,22.6,22.6,0.1,77.3,0,0,77.4,100,32.9,8.6,,,,,,
Mercer County,  (-80.25773634090675 41.30228664942737),86,14,13.3,4.5,56.9,25.3,0,86.7,86,14.6,8,,,,,,
Wallowa County,  (-117.18101982727471 45.57979757540407),0,100,100,0,0,0,0,0,0,15.8,9.9,,,,,,
Piscataquis County,  (-69.28442666342896 45.83789195947804),41.9,58.1,58.1,0.2,41.7,0,0,41.9,46,20.3,9.6,,,,,,
Greeley County,  (-101.80602939561578 38.480781794015535),0,100,100,0,0,0,0,0,0,10.8,2.7,,,,,,
Hitchcock County,  (-101.0419762279185 40.176166913675885),0.4,99.6,98.7,0,0.9,0,0.4,1.3,0.4,13.8,3.6,,,,,,
Chautauqua County,  (-79.36664149175748 42.22817593830022),92.8,7.2,7.2,4.2,88.6,0,0,92.8,92.8,19.3,7.9,,,,,,
Mercer County,  (-93.56850616134355 40.42251333081221),66,34,34,0,66,0,0,66,66,15,4.9,,,,,,
Cambria County,  (-78.71388554287147 40.495187858123856),89.9,10.1,10.1,0.7,45.7,43.5,0,89.9,91.5,15.3,8.6,,,,,,
Lorain County,  (-82.1511144031855 41.295579310827556),89.8,10.2,10.2,2.3,83.6,3.9,0,89.8,89.8,14.7,8.1,,,,,,
Bulloch County,  (-81.7430472492834 32.396890060893845),8.9,91.1,91.1,6.8,0,2.2,0,8.9,100,31.4,9.2,,,,,,
Warren County,  (-78.10671227434952 36.39674307066111),52.1,47.9,36.7,11.9,51.5,0,0,63.3,100,22.8,10.6,,,,,,
Forsyth County,  (-80.2562656552086 36.13057844274273),100,0,0,0,97.4,0,2.6,100,100,19.7,7.5,,,,,,
Jefferson County,  (-85.65772828097249 38.188348946825315),99.9,0.1,0.1,0,99.8,0.1,0,99.9,100,16.8,8.1,,,,,,
Latah County,  (-116.71171126698567 46.81645624554095),78.1,21.9,21.9,6.1,72,0,0,78.1,100,19.9,5.7,,,,,,
Harvey County,  (-97.42729333380986 38.04321441761279),85.2,14.8,14.6,0.2,0,85.1,0,85.4,87.9,12.8,5.1,,,,,,
Herkimer County,  (-74.96255405332339 43.41936241045641),87.1,12.9,12.9,0.6,86.6,0,0,87.1,87.1,16.5,8.1,,,,,,
Franklin County,  (-84.8201886637329 29.861376202332085),78.3,21.7,21.7,0,0,78.3,0,78.3,78.3,25.3,5.7,,,,,,
Osage County,  (-95.72707997771192 38.65235984215392),49.6,50.4,50.4,0,0,49.6,0,49.6,49.6,12.9,7,,,,,,
Carroll County,  (-71.2026886750256 43.873788591963496),95.5,4.5,4.5,0,95.5,0,0,95.5,95.5,10.7,5.1,,,,,,
Whitman County,  (-117.52297743826573 46.90119073977999),65.7,34.3,34.3,0.3,65.2,0.1,0,65.7,95.7,28.4,6.2,,,,,,
Lincoln County,  (-110.65606696064 42.264093748411696),54.4,45.6,45.6,28.6,2.2,23.6,0,54.4,56,9,5.9,,,,,,
Hickory County,  (-93.32051494529216 37.941532172916695),0,100,100,0,0,0,0,0,3.5,22.1,10,,,,,,
Miller County,  (-84.73106803122464 31.164795341198733),10.2,89.8,89.8,8.8,0,1.4,0,10.2,100,25.1,5.6,,,,,,
Chaffee County,  (-106.19402687493906 38.74728838738221),69.3,30.7,29.1,65.8,1.8,3.3,0,70.9,69.4,12.4,6.2,,,,,,
Union County,  (-74.30721513491821 40.659289655243086),99.7,0.3,0.3,0,0,99.7,0,99.7,99.7,11.1,8.3,,,,,,
Houston County,  (-91.4927755290728 43.67146527617798),36.2,63.8,63.8,0,0,36.2,0,36.2,48.2,8.4,5.8,,,,,,
Kiowa County,  (-102.73890408247115 38.43263853914445),0,100,100,0,0,0,0,0,44.2,13.5,3.9,,,,,,
Presque Isle County,  (-83.9172150067664 45.3403591516306),32.4,67.6,67.6,3.9,0,28.5,0,32.4,32.4,16.1,14.8,,,,,,
Rock County,  (-99.44982377812617 42.42142392922604),7,93,93,0,7,0,0,7,7,15,2.9,,,,,,
Lenawee County,  (-84.06641246332123 41.89469405693247),74.5,25.5,25.5,0.5,63.5,10.6,0,74.5,77.2,14.5,8.8,,,,,,
Fremont County,  (-108.63042171651529 43.040557105616806),59.3,40.7,40.6,58.7,0.1,0.7,0,59.4,80.5,14,6,,,,,,
Putnam County,  (-89.28578932889839 41.20415670223291),44.8,55.2,55.2,0,0,44.8,0,44.8,100,8.9,10.9,,,,,,
Jasper County,  (-93.05376026469803 41.68603519853084),84.8,15.2,15.2,18,0,66.9,0,84.8,84.9,11.2,5.6,,,,,,
Rush County,  (-99.30863983485771 38.5227527573346),27.8,72.2,72.2,0,0,27.8,0,27.8,84.6,12.1,4.5,,,,,,
Trempealeau County,  (-91.3587490602419 44.30390193349944),13.3,86.7,12.6,1.1,59.8,26.5,0,87.4,100,12.2,5.5,,,,,,
Madison County,  (-111.92131415842908 45.30105558431761),5.6,94.4,94.1,0.3,5.6,0,0,5.9,100,12.6,5.3,,,,,,
Las Animas County,  (-104.03853093848683 37.31577174921937),64.8,35.2,35.2,0.2,0,64.5,0,64.8,74.9,17.4,9.9,,,,,,
Montgomery County,  (-89.47901559866409 39.23097040947173),27.3,72.7,72.7,20.7,5.6,1,0,27.3,100,17,11.7,,,,,,
Chester County,  (-81.15923161526675 34.69173841669765),49.6,50.4,50.4,0,49.1,0.5,0,49.6,100,22.5,11,,,,,,
Pearl River County,  (-89.58952146158558 30.76882496310499),71.9,28.1,28.1,71.9,0,0,0,71.9,100,19.3,8.5,,,,,,
Mercer County,  (-81.1114755431247 37.4056476244033),83.4,16.6,16.6,0,0,67.7,15.7,83.4,100,20.5,7.1,,,,,,
Daviess County,  (-93.98514507663903 39.961690757984016),50.1,49.9,49.9,50.1,0,0,0,50.1,51.3,16.8,6,,,,,,
Big Horn County,  (-107.99489118474379 44.52636084066267),30.7,69.3,19.6,80.4,0,0,0,80.4,39.7,10.7,5.5,,,,,,
Dallas County,  (-92.6542066415619 33.969539935626244),77.9,22.1,22.1,77.9,0,0,0,77.9,100,21,10.2,,,,,,
Mason County,  (-83.82396292674458 38.595106506385925),49.8,50.2,50.2,49.8,0,0,0,49.8,100,18.6,9.4,,,,,,
Burt County,  (-96.32857387725906 41.85154681593299),15.5,84.5,84.5,0,15.5,0,0,15.5,55.4,10.6,4.5,,,,,,
